id_str;day;anonymized_text
1249266484242780160;2020-04-12;J’ai grave pleuré dans mon sommeil j’suis choquée. J’me suis réveillé avec des larmes et du mal à respirer mais j’sais même pas pourquoi
1250404499891650560;2020-04-15;"@mention ""si on compare ça au virus de la grippe"". Mes enfants ont chopé la grippe, mon petit dernier en particulier, avec une fièvre à 39,8 pendant 3 jours, aller retour aux urgences pediatriques (y compris pendant les fêtes de fin d'année).
Donc j'y crois moyen"
1250790050142527488;2020-04-16;@mention Fais lui un petit lit et donne lui de l’eau sucré. Si elle a pas de symptômes dans 12 jours tu peux mater des films avec elle sur ton canapé.
1252593533283942402;2020-04-21;@mention Je devrais être rapidement fixé alors, elle a commencé à tousser vendredi dernier et c'est depuis dimanche qu'elle est vraiment KO... Merci en tout cas, prenez soin de vous 🙏🏻
1252608559415791617;2020-04-21;En effet les soignants tout comme les patients ne sont testés qu’en cas de symptômes développés, faisant de ces établissements de potentiels nids à virus.
1253771965913071620;2020-04-24;J'ai déjà bu de l'eau de javel (pas exprès, longue histoire, je peux expliquer), c'est pas la meilleure expérience de ma vie... et disons que si une des csqs du Covid19 c'est la perte du goût et de l'odorat, quand on survit à l'eau de Javel, on perd en+ la sensation de bouffe. [url]
1254380181936058370;2020-04-26;@mention @mention Et ça concerne surtout mon expérience, mais j'avais aussi des symptômes assez évident de dépression.
1254813152681824256;2020-04-27;"#JeffBezos La langue anglaise a un mot précis pour ça, mélange d’avidité et de cupidité, 
GREEDY :
“ (...)L’homme le plus riche du monde (145 Md $) a, un temps, refusé de payer les congés maladie de ses employés ayant les symptômes du Covid-19 "". [url]"
1258571303809945603;2020-05-08;@mention Tu as les symptômes du SPM?
1260927711641341955;2020-05-14;@mention J’espère qu’elle va avoir de grave symptôme !
1262709615189536775;2020-05-19;@mention je t’assureeeee c’est un symptôme
1262790377783865345;2020-05-19;@mention Encore faut-il être débarrassé un jour des symptômes du virus 😉
1268654343739379715;2020-06-04;@mention Ensuite j’ai commencé à tousser moi aussi mais comme un mec de 50 ans qui fume depuis l’âge de 15ans
1269868196347236354;2020-06-08;C'est sûr qu'en prescrivant la #chloroquine à des patients jeunes, en bonne santé, avec peu de symptômes, on peut claironner ensuite l'efficacité imparable de la molécule :) [url]
1271184372142616576;2020-06-11;@mention Tant qu’on donnera un flingue à des mecs qui ont le coefficient intellectuel au niveau de la température anale avec une défaillance à l’entre cuisse qui les laisse croire que seul l’uniforme peut les rendre viril ça donnera toujours ça… [url]
1273302521537335301;2020-06-17;"@mention @mention pas de symptome peut etre.
La wwe prener plus la temperature ?"
1275932029956304902;2020-06-25;@mention Bah t’as tous les symptômes de t’es in love
1276331740328603649;2020-06-26;@mention J’ai tout les symptômes 💀
1290894629597061121;2020-08-05;Article explicite dans @mention  de ce matin .Se dépister qu après présence des symptômes ( 7 a 8 jours après ) Pourquoi se précipiter ou créer une psychose #COVID__19 ? Respecter les gestes barrière et continuer a vivre🌞 @mention @mention @mention @mention [url]
1302678365787377665;2020-09-06;Elle a acheter du miel de châtaignier 2cuillères par jour wsh +vitamine+Doliprane juste pour un mal de gorge elle abuse nn [url]
1302875667621654528;2020-09-07;@mention C'est clair la différence c'est la fièvre
1302963813248106503;2020-09-07;J’ai envie de tousser mais je me retiens sinon les gens vont me voir en bizarre
1304498565448978433;2020-09-11;J’ai une collègue qui a exactement 0 symptôme, elle a décidé de faire un test COVID pcq elle devait rendre visite à un membre fragile de sa famille et elle voulait sécuriser la visite, beh elle est positive... donc go faire des tests encore et encore 😔
1305871342705803268;2020-09-15;@mention 😭😭😭 deuxième option, en plus ça fait trop mal à la gorge
1306246398686441476;2020-09-16;Cousine c’est pas que j’ai juste des symptômes j’ai clairement le covid connasse
1307781648340180992;2020-09-20;@mention bah au début je pensais que j’étais asymptomatique mais le seul symptôme que j’ai eu c’est légèrement fatigué lié au fait que mes oreilles étaient bad bouché sinon j’avais R
1307922808597512192;2020-09-21;jppp j’me retiens de tousser mon visage il vire au violet
1308100236724838400;2020-09-21;Moi je tousse. Je vais m’étouffer pour personne. N’ont cas s’éloigner comme ça je peux m’assoir. [url]
1308324833625878528;2020-09-22;Commencer l'automne avec un bouton de fièvre [url]
1308392552471633920;2020-09-22;@mention Oui tousse!!! À force en même temps c'est toujours les mêmes choses
1308817037251284992;2020-09-23;Je regarde mes symptômes sur internet on me dit avc ??????
1310533312025427968;2020-09-28;@mention @mention Pas fiable, la mesure de la température, et faussement rassurant. Et par ailleurs pas recommandé par HCSP
1312319311462178818;2020-10-03;Il paraît quand vous toussez c'est mieux... cherche femme malade du coup. [url]
1313453045091622912;2020-10-06;moi je pense que j’ai eu le covid et que les symptômes c’est qu’il m’a rétrécie le cerveau
1315932439374630913;2020-10-13;J’aurais pas une toux grasse on pourrait croire que j’ai le COVID 💀
1315943554280312832;2020-10-13;Immunisé #COVID19 certes, mais désormais les symptômes typiques de la fièvre du samedi soir manifestement 🕺🤙 #jokedepapa [url]
1316328137232441347;2020-10-14;Si vous commencez à rajouter des symptômes j’vais devenir folle hein [url]
1322196824829104129;2020-10-30;J’ai perdu l’odorat et le goût depuis 4 jours et pourtant je n’arrête pas de bouffer. Je vais finir cette saison 2 du confinement plein de gras et plein de poils.
1323166485133537285;2020-11-02;@mention @mention Passer sa journée à critiquer l’ensemble des décisions du gouvernement sans proposer d’alternatives et maintenant tu proposes de ne pas informer les gens qu’Axel a côtoyé en cas de symptômes ... Je crois que certains n’ont réellement rien compris les enjeux de cette maladie !
1323371815327203328;2020-11-02;@mention T’as juste les symptômes du stress de veille de match et de défaite 🤭 Prends soin de toi attention à la famille au cas où et tiens nous au jus
1325963947674136576;2020-11-10;@mention @mention Tousse étouffe toi même
1326231429748056067;2020-11-10;@mention Gros j’ai la dhiaree aussi , j’ai les symptômes là
1205159533951238146;2019-12-12;@mention Euuuh attend pause c ça les symptômes ou tu te fou clairement de notre gueule
1215752660017696768;2020-01-10;Où l'on peut mourir d'une simple fièvre, où les épidémie se promènent sans laisse
1219266393893494786;2020-01-20;La propension de nombreux particuliers, même inertes ou entravés, à user de diverses parties de leur anatomie afin de cochonner les beaux uniformes des forces de l’ordre ainsi que leurs instruments de travail est un symptôme d’incivilité préoccupant. [url]
1221161265814523905;2020-01-25;"Allez @mention !
Il nous faut 2 victoires Rochelaises ce soir ! 💛🖤
#FievreSR [url]"
1229923000734167040;2020-02-19;@mention Premiers symptômes d'une déglingue
1231675564383252482;2020-02-23;J'avais peur d'avoir perdu le goût de la lecture en lisant difficilement avec entrain un livre, alors qu'en fait non c'est juste que le livre est chiant.
1233766917036560384;2020-02-29;"15-0...
Début compliqué.
#FievreSR #R92SR [url]"
1234872748754767877;2020-03-03;"Ma chef d'origine asiatique qui porte un masque en cabine, moi qui tousse et éternue..

Les passagers: [url]"
1237458846261694469;2020-03-10;Drôle de pays, qui réserve ses tests aux ministres et aux stars du foot. A d’autres, sans titre, malgré la toux, 39 de fièvre et des contacts chinois, on répond « le test est inutile ».  [url]
1239833387617173504;2020-03-17;@mention @mention Ouais pour la peine je vais tousser dehors
1239882252324147200;2020-03-17;@mention Vous avez fort raison, rien n'est sûr concernant ce #coronavirus, surtout la suite de la guérison surtout la guérison naturelle sans symptôme...j'en ai peur.
1239993854272700423;2020-03-17;@mention Oui c’est ce qu’on m’a dit aussi à la pharmacie, surtout ne pas en prendre si on a de la fièvre..
1240000039524675584;2020-03-17;@mention @mention T'as de la fièvre ? Depuis quand tu ressens les symptômes ?
1241403758690664449;2020-03-21;Je commence à tousser n’importe comment . Le vitago m’aurait donc trahi ? 🤡🤡
1242137784367771651;2020-03-23;"#Coronavirus : Le stade de Dunkerque accueille depuis ce matin une unité Covid-19, où seront prises en charge dans un premier temps les personnes présentant des symptômes. Les consultations sont assurées par des médecins volontaires. 
Valentin Casanova, @mention pour le #12h45 [url]"
1242981736138539009;2020-03-26;En tous les cas j ai eu plus de conseils réels et de soutien durant ce passage coronavirus par ceux qui y sont passés avant moi : symptômes et surtout reprise des symptômes durant ces 10 a 14 jours
1243774878467137542;2020-03-28;@mention Moi j’ai tous les symptômes mais test revenu négatif... Je doute énormément je suis cardiaque et ça fait 1 semaine que je me traîne les symptômes... Avec parfois des problèmes pour respirer mais qui ne durent pas... Beaucoup de courage a ton amie c’est pas facile
1244225510361780225;2020-03-29;Nouvelle étude de Raoult : sur 80 patients avec hydroxychloroquine + azithromycin 78 sont améliorés ou guéris !! Les cultures virales à 5 jours sont négatives pour 97% d’entre eux ! Ces résultats sont excellents et justifie le recours à ce traitement dès les premiers symptômes ! [url] [url]
1244782033412464640;2020-03-31;39,4 de fièvre ça commence à faire mdr
1245000165351657472;2020-03-31;La verité g decouvert que je pouvais respirer sans tousser [url]
1245080596902264832;2020-03-31;@mention Moi je ne suis pas médecin, mais je souhaite déposer plainte, mon père est mort a cause d eux, il d est rendu 2 fois à l Hopital avec des symptômes grave , il a été renvoyé chez lui son l avoir testé.jusqu’à ce que ses poumons sont très atteints, coma après la mort
1246773335477964802;2020-04-05;Il est garder à cause de la fièvre 😩
1246899220474400772;2020-04-05;"La @mention confirme l'hospitalisation di Premier Ministre UK #BorisResign pour suite de son #Coronavirus
-
PM #BorisJohnson admitted to hospital over virus symptoms [url]"
1247116083909275648;2020-04-06;"Le🇬🇧lance un vérificateur d'état de santé lié au #Coronavirus et invite les personnes qui présentent des symptômes à partager leur expérience personnelle pour aider le @mention à mieux comprendre la maladie.

#StayHomeSaveLives #UnitedAgainstCovid19 #CoronavirusPandemic #Covid_19 [url]"
1247291468500402179;2020-04-07;"@mention @mention @mention même sans fièvre elle peut l'avoir, déjà avoir une perte de sens est de goût est un signe. après le mieux pour elle, reste de le signaler à son doc ;)"
1249432548385701889;2020-04-12;"@mention @mention @mention @mention @mention Il a parlé à ma femme et moi. Les enfants de 2 et 6 ans avaient simplement de la fièvre et il n'a rien dit ni rien prescrit à leur sujet mais a été payé pour ces ""consultations"". Il a juste posé le diagnostic covid pour l'ensemble de la famille."
1251804597099921408;2020-04-19;#Coronavirus : Nouvelle poussée de fièvre entre la France et les Comores [url] [url]
1251847816202330112;2020-04-19;"Une étude italienne impressionnante : Une population presque entièrement étudiée : Personnes asymptomatiques = 44%; une charge virale identique avec ou sans symptôme, aucun enfant contaminé. [url]"
1252676368409780224;2020-04-21;@mention @mention Je suis content aucune symptômes et plein forme.
1257577495072837633;2020-05-05;J'ai du dormir 2 heures, mal de gorge de batard, j'ai même pas réussi à avaler un doliprane j'suis saoulax
1259592831557124106;2020-05-10;C est la fièvre du dimanche soir #lequipeCATCH #Wrestlemania28
1260042211481325568;2020-05-12;@mention Symptome de la jaunisse faut voir si il a mal au rein et si il boit suffisamment d'eau apres vaut mieux demander a un medecin
1262850624510668806;2020-05-19;"@mention @mention @mention @mention @mention @mention @mention @mention @mention @mention @mention @mention J'ai reçu le même masque, pas de problème au lavage, ni au repassage.
Tant que l'on chauffe le fer avec un rond (comme sur la notice), ça reste en dessous de la température de fusion (autour de 130ºC).
Avec le réglage à 2 ronds, le fer atteint 135-150ºC. Résultat inévitable…"
1265003257937760260;2020-05-25;Je sais pas comment vous arrivez à gardez le masque , moi je tiens 10 min après j’ai du mal à respirer carrément sa doit être dur la vie d’infirmier , médecins etc masque tout la journée
1266030494090768384;2020-05-28;"Et ça repart comme au premier jour, fièvre,  maux de tête,  épuisement en sus de tous les autres symptômes jamais partis...
Jour 46, l' accalmie n' aura duré que 5 jours pour la fièvre.
Vivement que le doc de la Salpetrière me contacte car je suis à bout aujourd'hui. #apresJ20"
1268611638107631617;2020-06-04;@mention Oklm j'ai les prends tousse
1276956514243301379;2020-06-27;Ce débat du samedi soir sur les #OpenBadges est tellement symptomatique 🙄 😒 : des commentateurs, beaucoup, des citations, beaucoup, des experts, beaucoup, des affirmations, beaucoup, et beaucoup d’autres choses passionnantes ..😭
1284443898337730560;2020-07-18;"@mention 1/Plus de tests, sympto et symptomatiques testés 
2/ attention aux superpositions des courbes, délais entre cas positifs et le taux arrivant en rea. 
3/ mortalité importante sur 1ere vague (les + fragiles), mortalité plus faible sur un seconde vague de ce fait. Paix à leurs âmes"
1286290837991616513;2020-07-23;@mention @mention @mention @mention Oui c'est ce qui se passe en Bretagne. Beaucoup de jeunes contaminés mais avec très peu de symptômes.
1289478452215558144;2020-08-01;@mention @mention Bon mois d’août à tous et tousses☀️🌺
1292490672545714176;2020-08-09;"@mention Auto-confinement et tu peux tousser un peu quand tu appelles pour t'excuser ;)"
1298221331893424129;2020-08-25;C’est quoi les symptômes du covid?
1300543513680130048;2020-08-31;"🗣💬 ""Je vais bien pour l’instant, je n’ai pas de symptôme… J’hésite à raconter ce qu’il se passe réellement dans cette fake bubble"" #usopen

[url]"
1301614621791604740;2020-09-03;@mention @mention J’ai pris des médicaments pour le rhume et la toux et du Doliprane , après les remèdes des daronnes hein 🤷🏾‍♂️
1303329656783933440;2020-09-08;😩 N’enlevez pas vos masques ni pour parler, ni éternuer, ni pour tousser. Bon sang... [url]
1303418319349972993;2020-09-08;Il retire le masque pour tousser. Et il est Président 🙄 cc @mention [url]
1304771249210564609;2020-09-12;@mention Je ne comprends pas les gens qui vont aux labos. Moi le mardi, j'ai eu la fatigue suivi de rhume et de la toux sèche, je n'ai pas aller à l'hôpital ni au labos, juste 13.000 pas rapide et beaucoup d'eau de robinet. Le vendredi tout est venu en ordre et je me porte trop bien.
1307625554158522369;2020-09-20;Lorsque l’on se traite d’un cancer, c’est important d’avoir du CBD, cela diminue le danger et le traitement de la douleur n’est pas symptomatique.
1308521664741810176;2020-09-22;@mention meuf si t’as des sautes d’humeur et que tu penses avoir les symptômes d’une dépression faut d’abord que t’essaye d’en parler sur plusieurs séances pcq si on te donne un truc direct ça risque d’être grave de la merde pcq le diagnostic se fait pas en une séance... :/
1309216418597085188;2020-09-24;"Le plafonnement des capacités de tests est vraiment évident sur les asymptomatiques qui ne peuvement plus se faire tester.

On rate beaucoup de cas.

(nombre de cas testés positifs selon les symptômes du patient)
#LT #covid #covid19 #marseille #veran [url]"
1309370372509315072;2020-09-25;Y'a une madame de mon khedma elle croit que j'ai le covid alors que j''ai juste une grippe je me retiens de tousser et d'atchoumer qd elle passe devant mon bureau pour pas la khle3 et qu'elle me force a faire un test 😭
1313421744221425664;2020-10-06;Même tousser, y’en a marre [url]
1316446913613434881;2020-10-14;L’appli elle va s’appeler « tousse anti-covid» ?
1318534319137300480;2020-10-20;Va faire les test hein,  l’absence de goût c’est aussi un symptôme du covid [url]
1321088895606525962;2020-10-27;@mention @mention Malheureusement, il y a aussi les personnes ayant eu de nombreux symptômes (perte de goût, d'odorat, vertiges, pertes de mémoire, eczéma, fatigue extrême, etc.) et présentant encore certains symptômes plus de 6 mois plus tard, etc.
1321129749071224833;2020-10-27;@mention C pas ça qui va m’arrêter jv msrcher sur ta gorge jme dmd conment tva tousser enflure
1321244826629771267;2020-10-28;Jsuis le seul qyi rigole quand il tousse [url]
1321931747668430848;2020-10-29;Covid-19 : pour le CDC, pas de stratégie basée sur les tests mais sur l'analyse des symptômes. Et en France? - FranceSoir [url]
1323900383136223232;2020-11-04;@mention Ça me fait hyper peur car ça peut être des symptômes qui me ferait dire « j’ai juste un coup de mou / je suis juste stressée / je dois couver un truc je vais me coucher ça ira mieux »
1325553813147750400;2020-11-08;"Mais qu'elle est compliquée cette deuxième mi-temps !
#SRASM #FievreSR [url]"
1327233594998333440;2020-11-13;En 2017 j’avais pourtant prévenu dès le début du quinquennat LRNEM que je ne collaborerai pas avec vous tousse.
1327903311677321216;2020-11-15;@mention @mention D'accord sur le fond, et écrit noir sur blanc dans la préface de ma HDR. Mais il vaut mieux séparer les questions. La qualification est une lotterie, aberration, contreproductive, humiliante et symptomatique d'un ESR hexagonal étriqué. La HDR est une lourdeur, point.
1203394544538132480;2019-12-07;"Fin 2019 vous toussez encore dans vos mains ?
Vous n’apprenez donc jamais."
1207413007007076352;2019-12-18;#Mélanchon est passé de la #dialectique à la #fièvre delirante. A noter que ces symptômes sont ceux d’une forme de tubercolose gériatrique présente dans certaines régions d’Amerique Latine.... [url]
1216888637163438080;2020-01-14;Bon bhaaaaa... pas de travail pour moi aujourd’hui ! Mon réveil était censé sonner dans 1h mais c’est mort la fièvre elle m’a eueeee trop
1231718120517242880;2020-02-24;@mention Lol en réalité c'est juste un contrôle de fièvre à l'aéroport rien de plus. Ce n'est absolument pas déterminant
1232214554664456192;2020-02-25;J’ai grandi aux tilleuls où mes grands parents rapatriés de Tunisie avaient refait leur vie. Tristesse d’en voir la lente dégradation dont les rats sont un symptôme. Et si nous faisions de l’habitat digne et sain une priorité de ces #Municipales2020 à #Marseille? Via @mention [url]
1234159783638421504;2020-03-01;"Tousser sur les autres candidats à l'agrégation en prétendant avoir de la fièvre m'expose-t-il au risque d'être accusé de ""c'est pas du jeu"" ?"
1234552730934480899;2020-03-02;@mention Je ne comprends pas les chiffres de gens contaminés alors qu en parallèle on sait qu on ne depiste pas toutes les personnes qui appellent le 15 et qui ont les symptômes. On leur dit qu on ne peut pas tester tout le monde, et cela se comprend...
1236423522693648390;2020-03-07;@mention Mais surtout que atchoum il éternue. Il ne tousse pas ! Et quand on éternue ça ne veut pas dire qu'on est malade 😑
1237337029731667969;2020-03-10;@mention @mention @mention Asymptomatiques, si tu ne tousses pas, n'éternue pas, la contagiosité doit quand même être réduite...
1238045079002058753;2020-03-12;Jai de la fièvre
1239531611512803335;2020-03-16;"L'écoulement sanguin par voie nasale n'est pas un symptôme du coronavirus.
Juste un symptôme de la consultation des RT/Like de @mention, @mention, @mention ou @mention (oui je balance j'suis comme ça)."
1239586399650746369;2020-03-16;@mention j'ai dû avoir 2 ou 3 fois de la fièvre en 12 ans...
1239786320454713345;2020-03-17;Bonjour à tousse.
1240302355641438208;2020-03-18;@mention #LesRomansDuCorona Ensemble c’est toux
1240633806337515523;2020-03-19;"Port du masque, symptômes, porteurs sains… Le Pr YAZDANPANAH de l’hôpital Bichat répond à vos questions❓👍 
#RestezChezVous #COVID2019 
[url]"
1242543078063431680;2020-03-24;@mention Oui c pour ça que tout le monde dis que les symptôme sont presque les même avec la grippe saisonnière qui est elle même un corona 😉 mais qui pourtant le provoque pas de pneumonie
1243304092136587270;2020-03-26;@mention @mention Toux Beauty Channel. Ton prochain projet? Je le savais.
1243569304970440704;2020-03-27;@mention Surprise !!! Mais ils ne peuvent pas être transparents ? Pourquoi a ton besoin d'entendre notre roi bien aimé puis son 1er chambellan tousses 2 jours. On est saturés, pleins, ras la gueule... on va vomir à force.
1243757892567732237;2020-03-28;@mention Tu sens tu croques et tu peux tousser ?
1244199362164555778;2020-03-29;@mention @mention @mention Et sachant que nos taux aussi seront faussés vu que les applis type covidom pour traiter à distance les patients ayant les symptômes bénins n'ont été mis en place que la semaine dernière. On doit s'y recenser chaque jour.
1244645575619903488;2020-03-30;"[🦠#covid19] #Recommandation
—
👩‍⚕️Des symptômes du #coronavirus ? [url] vous propose un questionnaire pour savoir quelle action entreprendre.
🎯 L'objectif : rassurer et ne pas surcharger le @mention #SAMU
—
#Epilogue #covid19fr #coronavirusfrance"
1246980993451515904;2020-04-06;En regardant la vidéo j’ai eu du mal à respirer c’est une D ça 🙄 [url]
1248009242956591108;2020-04-09;@mention Je tousse
1249769617561706496;2020-04-13;Quand ça va commencer à tousser des le 11 mai [url]
1250003269813927937;2020-04-14;"@mention J'ai perdu le goût de plusieurs choses quand je vois des macronards !
Par contre, mon odorat fonctionne face à leurs propos puants ! 🤔"
1250851943632822279;2020-04-16;@mention J’ai toussé pendant 3 semaines et demi. Perte du goût pendant 2 jours.
1251515790408536064;2020-04-18;@mention toujours consternant de voir des attroupements de personnes qui toussent et qui crachent par terre devant l’entrée de l’hepad Korian st simon. Faites quelques chose pour sauver des vies svp !!! @mention
1255933017832423424;2020-04-30;@mention @mention @mention @mention Je vous confirme car j'ai de la famille qui travaille dans les hôpitaux qu'il y a des malades qui n'ont aucun symptôme donc votre démonstration ne vaut rien... #COVID__19 #onveutdesmzsquespourtous car c'est une barrière supplémentaire #LREMMenteurs #gouvernementdelahonte
1258119270237638666;2020-05-06;@mention C’est aussi symptomatique de quelqu’un qui travaille beaucoup avec beaucoup de pression, un cumul de stress et de fatigue. Ce genre de rumeur n’est pas très constructif, et je suis loin d’être un de ses fans.
1259750648733630466;2020-05-11;@mention Oui, tous ceux avec les symptômes de la maladie
1262088792170790913;2020-05-17;@mention Simple . 1 salarié symptomatique positif dans un foyer . Et 2 autres ayant eu des symptômes mais non testés et confinés il y a un mois ..on a testé tout le monde
1263101058512900098;2020-05-20;@mention Tousse lui dessus pour voir si elle-même croit en sa théorie. (:
1263925710990778369;2020-05-22;Pas trop mal à la gorge Regis ? #KohLanta
1264004553516765192;2020-05-23;@mention Les gens sous estiment leur steack végé alors que c’est littéralement l’ingrédient avec le plus de goût de tout fast food. Et je suis même pas végétarienne.
1270065022262218759;2020-06-08;@mention @mention Ça y est je viens d'avoir mon résultat de sero qui est négatif. On a été malades tous les 4 a quelques jours d'intervalle avec des symptômes différents et tout a fait évocateurs du covid et une durée atypique (2 mois pour ma femme 2 semaines pour les enfants) et on est négatif...
1270462576359505927;2020-06-09;Ptdrrr tellement c’est compressé j’ai du mal à respirer [url]
1276659157886787590;2020-06-27;Comment j’ai du mal a respirer wsh c’est une D.
1281401002206404608;2020-07-10;@mention Aucun rapport puis y a bcp plus de goût que dans ton eau marron la
1283497298895548416;2020-07-15;Les symptômes du coronavirus pendant 2semaine j’etais pas bien j’avais tout. 2020 je préfère jamais parler de cette année un jour a mes goss
1288911798582812672;2020-07-30;"Selon vous, je n'ai pas besoin de remplir mon soutien gorge, je ne supporterai pas la douleur, j'aurai du mal à respirer...
Mais que savez-vous de mon mal-être et du bien que cela me ferait de me sentir enfin femme ?"
1292437280930566145;2020-08-09;"Cet isolement médiatique justifié par le manque de profit est symptomatique de la mise à l'écart systématique de ce que l'on appelle déjà depuis longtemps ""les banlieues d'outre-mer"".
Cela doit changer."
1296376515601600514;2020-08-20;@mention La fièvre c'est la faute du thermomètre évidemment
1299450989037195264;2020-08-28;@mention Marco faut suivre ma vie mon frère, je vais mieux !! J’ai plus de toux et de fièvre ça a duré 24h
1301893463915606016;2020-09-04;@mention @mention [url] Raoult n’a pas le Nobel mais il en a tous les symptômes.
1303424245893079043;2020-09-08;Enlever son masque pour tousser c'est vicieux monsieur @mention [url]
1303473080875069440;2020-09-09;"Mardi 8 Septembre 2020 à ￼#ClermontFerrand (Auvergne-Rhône-Alpes).
#EmmanuelMacron s’exprime sur l’#égalitédeschances et #tousse et #oublie les #gestesbarrières lors d'un déplacement.
Image : @mention 
#COVID19 #restezprudents #MasquesObligatoires #CORONAVIRUSFRANCE [url]"
1304299587914604551;2020-09-11;@mention Dans ce cas, ça sert à rien de faire chier avec le masque et tout le tralala la car les ça spositifs à symptomatique ça doit être la majorité des cas maintnznant à causse des dépistages intensifs,,, donc si tu es positif sans symptômes et qu'on te donne le droit de bosser, c'est
1306083444619907075;2020-09-16;"@mention, une simple attestation sur l'honneur de la part des parents pour des enfants présentant des symptômes de COVID ou encore cas contact? 
Allez c'est une blague hein?😃"
1307719601254543360;2020-09-20;@mention @mention *tousse* non jrigole mais sah va faire le test quand même on sais jamais mdrrr
1312043126966685698;2020-10-02;s’il a les symptômes intestinaux, il va twitter comme un malade. [url]
1313424654019825664;2020-10-06;@mention La toux de mon covid ne m’avait pas abandonné jusqu’à présent ...
1313531345872793604;2020-10-06;Donc en gros je me suis fêlée la côte a force de tousser c’était cool, donc je dormais assise mdrr laissez tomber la galère du bail, je me butais aux anti douleurs et c’est aller mieux que 3 semaines après. Entre temps PCR Négatif, et le scanner des poumons pas de trace
1314295024071442432;2020-10-08;@mention Entre ça et les vidéos ou on voit les cuts qui sont là pour cacher le fait qu'il tousse c'est grave
1315691918584688641;2020-10-12;"Tous ceux que je connais qui ont le Covid ou ses symptômes c’est lié à quelqu’un de sa classe ou quelqu’un qui connaît quelqu’un qui a un cas dans sa classe mdrrr
C’est terrible hyn ils en ont rien à branler de l’école faut toutes les fermer"
1315978088757460992;2020-10-13;donc là j’ai perdu le goût et l’odorat ? jv caner ça y est
1319606892247851008;2020-10-23;Gro vous avez plus de goût = confinez vous 7j et ça yest [url]
1322439300076756995;2020-10-31;@mention @mention Même question: l'ARS m'a dit 8 jours après le début des symptômes si je n'en avais plus.
1203980859482812416;2019-12-09;@mention Faut que je te rappelle pour mes années Tolbiac ... la@mention’avoue que j’ai une crève de fou et un début de fièvre 🤒
1222561618866909184;2020-01-29;@mention @mention Ben oui pourtant nos TL sont pleines de ces mecs qui ont oublié ce qu'a été et ce qu'est le combat pour l'égalité et qui se regardent le nombril en purs égoïstes qu'ils sont. La fermeture des Mots à la bouche est pour moi symptomatique de ce que nous ne sommes collectivement plus
1225530533612007439;2020-02-06;Après le gars tousse moi aussi j’aurais fui hein #BalanceTonPost
1227190290613723136;2020-02-11;j’ai des putain de symptômes de grippe c’est pas possible en fait
1227624988989120514;2020-02-12;@mention Wai mais moi sa me fait tousse de ouffff😂😂😂
1231277615492861958;2020-02-22;"A ""tousse"" avec @mention je préfère largement ""Respirer"" avec @mention. 

#TousAvecAgnesBuzyn"
1231310926797844480;2020-02-22;J'AI SI MAL À LA GORGE APRÈS AVOIR HURLER PDT 80MIN #XVdeFrance #GALFRA [url]
1235306963845738505;2020-03-04;"@mention @mention Touché par les Buscoronavirus
La Ville des Ulis, 25000 habitants est dépendante du réseau, transdev, sans aucunes possibilité, pour ceux qui n'ont pas autres moyens. Pas de concurrence, des chauffeurs atteints de fièvre 49.3 et des soutiens à des listes électorales. [url]"
1236366732966735873;2020-03-07;@mention  prof Derenne prof Cayrol toussent dans leurs mains !!!!
1238175585714802690;2020-03-12;tin jsuis malade j’ose meme pas tousser dans lbus 💀
1238893927601778688;2020-03-14;Un conseil si vous décidez d’aller faire des courses : ne prenez pas de paniers/ caddies. J’ai vu une meuf tousser et éternuer dans sa main et reprendre son chariots à roulettes. A croire que les gens font exprès d’être cons et égoïstes. #COVIDー19 [url]
1240229068769038336;2020-03-18;@mention @mention Vous pensez qu’à vous et vous même c’est tout. Si y’a 10 mec la bas vous prenez le risque de vous contaminé entre vous, même sans symptômes et donc de contaminer vos familles ensuite etc etc. C’est pour ça que ça s’arrête pas.
1240372173983944705;2020-03-18;L’argent c’est doux zéro symptômes mais ils se font tester pdt que nous on va crever [url]
1240542867384422400;2020-03-19;"#Coronavirus
J’entends en ce moment 
qu’une perte de goût et d’odorat 
peuvent être aussi faire partie des symptômes possible .

Pierfrancesca Graviani 

journaliste italienne confinée depuis trois semaines explique ça sur LCI."
1241036467457208321;2020-03-20;@mention Une question (pour rire) comment fait on pour tousser dans son coude???😂😂😂
1241055105501270017;2020-03-20;@mention @mention Pas de ma faute si vous vous sentez visé. Vous mordez les policiers ? Leur crachez ou toussez dessus ? Vous faites une fixette sur la naissance/origine/classe sociale. Mon tweet parle de méfaits, de libre arbitre. C’est votre racisme qui fait du HS. #SeineSaintDenis #Covid_19
1241355166772838400;2020-03-21;@mention @mention @mention Oui ça a passé tout seul, la toux sèche restait pendent au moins 10jours et j’étais très fatigué encore pendent 1semaine, même un peu essoufflé. Le mal de gorge/trachée a durée au moins 3j au début. Pris que du paracetamol par contre.
1241400046647758848;2020-03-21;@mention Fallait lui tousser dessus 😂😂
1241475131056275456;2020-03-21;@mention @mention pas l'info, juste que des pings vers diverses destinations au sein de l'opérateur avait les mêmes symptomes que vers chez nous, sauf vers la box. pas d'autres outils de test dispo à distance avec mon équipement de transmission audio que ping. Et pas de traceroute non plus :/
